1,86
10,74
101,101
105,93
106,100
107,97
108,96
109,75
110,110
111,77
113,109
114,67
115,99
116,91
117,99
118,89
119,84
12,84
120,113
121,94
122,93
123,116
124,107
125,86
126,103
128,95
129,106
130,108
131,114
132,93
134,73
136,83
137,86
138,73
139,114
15,109
16,95
17,91
18,93
2,97
20,99
202,87
203,65
204,71
205,87
206,87
207,86
208,84
209,82
21,103
210,71
212,81
214,95
215,82
216,76
217,81
22,85
220,99
222,102
224,88
225,106
226,95
227,105
228,99
229,90
230,92
231,83
232,81
233,69
234,86
235,76
236,75
237,92
238,100
239,89
24,79
25,83
27,97
28,72
29,86
3,114
30,100
32,84
35,86
37,66
38,71
39,72
4,80
5,91
6,120
8,93
9,84
